Transaction ID,,Transaction effective date,Transaction amount,Credit or debit indicator,Statement description,High level transaction purpose,Mid level transaction purpose,Low level transaction purpose,Transaction code,Merchant ID,Product type,Snapshot date,Payment due day,Repayment amount,Previous repayment date
612,,8/23/2021,3422.41,Debit,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,Transfer,ATM,Utilities,455,9421,Home Loan,2/25/2021,24,477.43,4/20/2020
613,,10/3/2020,9828.48,Credit,lobortis est phasellus sit amet erat nulla tempus vivamus in felis,Withdrawal,Online,Utilities,195,6682,Personal Loan,11/17/2020,22,925.58,11/25/2020
614,,11/25/2020,6365.86,Credit,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,Withdrawal,Retail,Groceries,955,9467,Personal Loan,3/24/2021,8,3702.6,6/9/2019
615,,11/15/2021,7340.56,Credit,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,Transfer,Retail,Entertainment,974,2502,Personal Loan,10/26/2019,16,4207.08,3/23/2021
616,,1/14/2019,7170.57,Credit,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,Purchase,Online,Entertainment,611,5185,Home Loan,7/24/2021,24,3502.85,1/6/2021
617,,2/22/2020,8531.08,Debit,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,Withdrawal,ATM,Groceries,601,1606,Personal Loan,3/26/2021,9,811.14,4/17/2020
618,,1/24/2021,7821.67,Credit,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,Transfer,Online,Utilities,189,4172,Home Loan,8/9/2021,11,3053.27,12/9/2020
619,,3/13/2021,9050.83,Credit,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,Purchase,ATM,Groceries,463,4424,Personal Loan,4/5/2020,14,2213.45,3/9/2019
620,,4/19/2019,6328.73,Credit,curae nulla dapibus dolor vel est donec odio justo sollicitudin,Purchase,Online,Entertainment,386,6896,Home Loan,9/22/2020,25,4840.6,9/11/2020
621,,6/14/2021,8972.95,Debit,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,Purchase,Online,Entertainment,837,1406,Personal Loan,4/20/2019,22,4986.35,3/10/2020
622,,9/18/2021,9856.85,Credit,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,Transfer,Online,Groceries,634,4055,Home Loan,10/11/2021,18,3899.59,1/10/2019
623,,12/24/2020,6261.07,Debit,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,Purchase,Online,Groceries,170,4471,Home Loan,12/11/2019,15,4894.52,9/26/2021
624,,6/13/2021,3074.66,Debit,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,Transfer,Retail,Entertainment,233,7306,Home Loan,4/2/2020,26,2335.79,9/7/2021
625,,9/16/2021,139.08,Debit,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,Withdrawal,ATM,Groceries,211,2629,Home Loan,7/26/2019,4,34.75,11/1/2020
626,,7/10/2020,9868.82,Debit,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,Purchase,ATM,Utilities,334,8570,Personal Loan,6/3/2019,19,2444.52,7/18/2019
627,,3/18/2021,573.75,Credit,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,Purchase,Online,Groceries,157,9455,Personal Loan,1/4/2021,6,1572.8,1/18/2019
628,,9/24/2019,8322.52,Credit,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,Transfer,ATM,Entertainment,349,3765,Personal Loan,4/29/2021,3,4009.92,9/28/2021
629,,2/14/2019,1042.75,Credit,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,Transfer,Online,Entertainment,742,7537,Personal Loan,5/26/2020,19,2858,7/14/2021
630,,8/3/2020,5777.75,Credit,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,Purchase,ATM,Entertainment,810,2185,Personal Loan,12/25/2019,23,1789.84,8/30/2020
631,,5/5/2021,7482.95,Credit,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,Withdrawal,ATM,Utilities,296,2495,Personal Loan,3/13/2019,8,923.9,12/17/2021
632,,11/7/2019,492.74,Credit,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,Transfer,Online,Groceries,282,5342,Personal Loan,4/28/2019,21,231.18,12/22/2021
633,,11/26/2020,3669.88,Credit,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,Purchase,Online,Groceries,514,9435,Personal Loan,8/30/2019,30,4124.11,1/5/2020
634,,9/12/2021,9335.75,Credit,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,Purchase,ATM,Utilities,531,2533,Home Loan,4/4/2021,9,200.22,2/19/2020
635,,12/16/2020,79.17,Credit,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,Transfer,Online,Groceries,258,7647,Personal Loan,6/4/2020,28,1645.06,11/24/2019
636,,11/27/2020,6193.12,Credit,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,Transfer,Retail,Groceries,923,4723,Home Loan,3/14/2021,23,4047.4,11/1/2020
637,,1/3/2021,8763.74,Debit,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,Purchase,ATM,Entertainment,980,1676,Home Loan,8/27/2021,12,1143.26,4/8/2019
638,,10/27/2020,2344.76,Debit,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,Purchase,Retail,Utilities,102,7047,Personal Loan,8/29/2020,14,4268.64,10/21/2020
639,,8/6/2020,2716.18,Credit,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,Purchase,Online,Entertainment,133,5148,Home Loan,11/8/2021,18,1160.01,8/21/2021
640,,12/22/2019,3198.85,Credit,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,Transfer,Online,Groceries,801,5552,Personal Loan,12/17/2019,14,3348.83,2/3/2020
641,,12/17/2020,3231.8,Debit,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,Transfer,Online,Utilities,521,4224,Personal Loan,3/28/2019,1,4508.36,9/14/2021
642,,6/2/2019,1714.3,Debit,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,Withdrawal,ATM,Entertainment,348,9034,Personal Loan,9/27/2019,11,1019.41,3/30/2021
643,,9/7/2020,5613.44,Credit,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,Transfer,Retail,Groceries,405,8973,Personal Loan,8/25/2019,23,4282.78,7/8/2021
644,,2/1/2020,7713.96,Credit,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,Purchase,Online,Entertainment,603,6795,Home Loan,9/20/2019,5,4444.66,10/7/2021
645,,3/21/2020,8441.06,Credit,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,Withdrawal,Online,Groceries,415,8934,Personal Loan,7/17/2020,28,2932.58,9/2/2020
646,,11/15/2019,1924.55,Credit,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,Purchase,Online,Utilities,682,9137,Personal Loan,10/4/2019,13,2665.37,8/1/2019
647,,10/3/2021,8213.13,Debit,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,Purchase,ATM,Entertainment,518,6684,Personal Loan,11/9/2019,17,1699,6/28/2020
648,,1/7/2020,120.65,Debit,sapien non mi integer ac neque duis bibendum morbi non quam,Purchase,ATM,Entertainment,342,5470,Home Loan,8/18/2021,13,2909.06,6/7/2019
649,,4/4/2019,2831.35,Credit,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,Transfer,Retail,Entertainment,967,4384,Personal Loan,3/8/2019,21,3821.08,8/30/2020
650,,6/4/2020,3283.18,Credit,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,Purchase,Online,Utilities,724,6945,Home Loan,8/27/2021,15,1055.31,2/12/2019
651,,2/23/2019,4488.3,Credit,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,Transfer,Retail,Utilities,849,4680,Home Loan,6/8/2020,30,2147.22,5/2/2020
652,,7/28/2020,7300.49,Debit,dui nec nisi volutpat eleifend donec ut dolor morbi vel,Transfer,Online,Entertainment,433,7402,Home Loan,7/20/2021,2,1383.74,12/8/2020
653,,9/19/2020,946.16,Debit,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,Withdrawal,Online,Entertainment,567,2917,Personal Loan,7/31/2021,23,2967.32,5/23/2020
654,,5/19/2021,4859.71,Debit,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,Purchase,Online,Groceries,799,9588,Home Loan,8/26/2021,31,263.37,3/24/2019
655,,6/12/2020,2102.08,Debit,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,Purchase,Online,Groceries,579,4734,Home Loan,2/20/2021,21,3653.34,11/9/2021
656,,8/3/2020,8566.39,Credit,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,Transfer,Retail,Groceries,772,3351,Personal Loan,8/19/2021,28,2129.01,10/28/2020
657,,12/19/2020,2147.8,Credit,condimentum neque sapien placerat ante nulla justo aliquam quis turpis,Transfer,Online,Groceries,662,1589,Home Loan,4/22/2020,18,2475.08,7/5/2021
658,,4/11/2020,6073.14,Debit,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,Purchase,Retail,Entertainment,692,9522,Personal Loan,1/31/2021,22,3052.19,6/14/2019
659,,12/11/2019,9523.07,Debit,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,Transfer,ATM,Groceries,446,8751,Home Loan,6/6/2020,15,3671.1,10/18/2019
660,,9/18/2020,2657.16,Credit,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,Withdrawal,Online,Utilities,447,2697,Home Loan,8/6/2020,28,4006.32,3/8/2021
661,,6/14/2020,4771.55,Debit,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,Withdrawal,Online,Utilities,430,4841,Home Loan,3/29/2020,2,4359.4,5/31/2021
662,,4/8/2019,5302.44,Debit,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,Withdrawal,ATM,Groceries,898,9869,Personal Loan,9/7/2019,17,4067.32,1/11/2019
663,,5/10/2021,3391.71,Credit,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,Withdrawal,Online,Entertainment,844,4116,Personal Loan,1/4/2021,19,3593.38,4/7/2021
664,,5/11/2019,1471.15,Debit,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,Transfer,Retail,Groceries,945,7725,Home Loan,5/22/2021,7,4458.55,10/8/2020
665,,1/15/2021,7941.01,Credit,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,Transfer,ATM,Entertainment,311,6076,Home Loan,5/5/2021,7,918.81,6/11/2019
666,,5/20/2021,1633.37,Debit,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,Transfer,ATM,Utilities,645,3037,Home Loan,11/29/2020,10,369.59,10/25/2019
667,,9/28/2020,5259.33,Debit,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,Withdrawal,Retail,Groceries,699,2089,Home Loan,9/16/2021,7,1577.47,4/27/2021
668,,3/20/2019,6296.16,Debit,sapien cursus vestibulum proin eu mi nulla ac enim in,Transfer,Online,Groceries,732,1692,Home Loan,2/1/2019,2,1596.51,2/5/2019
669,,5/5/2020,3189.5,Debit,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,Withdrawal,Retail,Groceries,418,2499,Personal Loan,5/31/2020,10,1705.84,11/2/2020
670,,4/30/2020,1019.65,Debit,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,Transfer,Online,Utilities,382,2424,Personal Loan,2/19/2019,23,3241.23,7/30/2021
671,,7/12/2020,2565.15,Debit,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,Purchase,Online,Entertainment,481,5166,Personal Loan,2/11/2020,31,3184.12,3/6/2020
672,,8/20/2019,5053.2,Debit,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,Withdrawal,ATM,Groceries,658,2788,Personal Loan,9/3/2020,13,1430.71,1/28/2020
673,,11/8/2020,7675.07,Credit,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,Purchase,Online,Utilities,610,3614,Home Loan,12/18/2019,28,637.79,7/16/2020
674,,10/10/2021,2740.72,Credit,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,Withdrawal,Online,Entertainment,823,4785,Home Loan,7/8/2019,7,1965.56,5/10/2019
675,,3/23/2020,8599.66,Debit,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,Withdrawal,Retail,Utilities,235,1818,Personal Loan,10/31/2020,24,2750.94,6/18/2019
676,,11/13/2021,1360.51,Debit,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,Purchase,Retail,Utilities,764,2535,Home Loan,7/11/2019,23,3424.91,5/28/2020
677,,6/3/2021,3509.61,Credit,aliquam non mauris morbi non lectus aliquam sit amet diam in,Withdrawal,ATM,Groceries,248,6298,Personal Loan,4/3/2021,19,3339.6,7/31/2020
678,,9/4/2021,3309.86,Debit,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,Transfer,Online,Groceries,142,2051,Personal Loan,1/10/2019,22,1560.55,12/18/2021
679,,5/14/2021,5564.63,Credit,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,Withdrawal,Online,Entertainment,686,2634,Home Loan,7/17/2020,8,4654.01,12/6/2021
680,,11/10/2021,4659.64,Credit,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,Transfer,Retail,Groceries,181,4329,Home Loan,4/3/2021,2,2218.81,8/28/2021
681,,1/30/2020,6547.98,Credit,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,Purchase,ATM,Utilities,603,9508,Home Loan,9/15/2021,24,870.31,11/14/2021
682,,12/7/2020,4433.63,Debit,sapien non mi integer ac neque duis bibendum morbi non quam nec,Withdrawal,Retail,Groceries,653,6588,Home Loan,7/28/2019,16,824.77,11/30/2021
683,,7/10/2021,5563.88,Debit,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,Withdrawal,Retail,Entertainment,738,5216,Home Loan,1/4/2021,22,3050.92,8/11/2019
684,,9/19/2020,1176.51,Debit,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,Purchase,Retail,Groceries,615,5715,Personal Loan,4/25/2020,18,1603.82,5/9/2020
685,,11/26/2021,3104.88,Debit,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,Purchase,Retail,Entertainment,489,8510,Home Loan,5/9/2019,2,134.06,11/21/2021
686,,4/13/2021,8613.35,Debit,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,Transfer,Retail,Utilities,724,6599,Personal Loan,4/6/2021,11,2676.2,1/14/2019
687,,12/8/2021,3508.61,Credit,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,Transfer,Retail,Entertainment,285,4114,Personal Loan,2/11/2021,5,3744.2,8/13/2021
688,,11/1/2020,6429.62,Debit,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,Purchase,Online,Groceries,888,9238,Personal Loan,7/26/2019,3,3633.41,4/12/2019
689,,4/17/2019,1517.57,Debit,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,Withdrawal,Online,Utilities,584,9532,Personal Loan,12/13/2021,7,4825.78,9/3/2020
690,,12/13/2021,4561.86,Credit,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,Purchase,ATM,Entertainment,869,4874,Personal Loan,4/4/2019,26,2931.6,12/14/2019
691,,9/6/2019,6112.25,Credit,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,Transfer,ATM,Entertainment,747,3486,Personal Loan,1/16/2021,27,3225.76,10/30/2021
692,,7/15/2021,1915.9,Credit,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,Transfer,Retail,Entertainment,262,4455,Personal Loan,11/23/2019,25,2201.47,11/7/2019
693,,6/21/2019,3413.9,Credit,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,Transfer,Online,Entertainment,865,6155,Home Loan,9/12/2021,2,4623.67,2/20/2021
694,,8/8/2021,2427.74,Debit,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,Purchase,Retail,Utilities,150,1554,Home Loan,3/15/2019,29,3719.07,5/3/2019
695,,9/3/2021,8949.56,Debit,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,Transfer,Online,Utilities,544,7141,Personal Loan,4/30/2019,10,735.88,6/30/2019
696,,2/8/2021,986.11,Debit,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,Withdrawal,Retail,Utilities,409,2068,Home Loan,6/9/2020,16,4906,7/23/2019
697,,3/25/2019,9702.21,Credit,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,Purchase,Retail,Utilities,923,8726,Personal Loan,5/20/2021,25,1174.52,9/14/2020
698,,3/8/2019,1021.53,Credit,sed magna at nunc commodo placerat praesent blandit nam nulla integer,Transfer,ATM,Groceries,268,5354,Personal Loan,10/15/2021,23,3401.52,2/26/2019
699,,2/2/2020,8527.29,Credit,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,Withdrawal,Retail,Groceries,382,7880,Personal Loan,4/26/2019,25,833.46,2/16/2019
700,,4/6/2019,4948.54,Credit,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,Purchase,ATM,Utilities,964,9303,Home Loan,4/26/2019,10,2279.17,3/21/2020
701,,1/9/2020,1250.68,Credit,odio consequat varius integer ac leo pellentesque ultrices mattis odio,Purchase,ATM,Entertainment,847,9557,Personal Loan,9/26/2021,11,4941.61,9/26/2021
702,,11/28/2019,1703.43,Debit,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,Withdrawal,Online,Utilities,875,1727,Personal Loan,5/3/2020,15,2191.43,6/2/2021
